Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
SPG21,Q9NZD8,Maspardin,-0.597078494,19.82407398,PE_UV vs PE_NoUV,membrane,0.000934592,hit
PSMA5,P28066,Proteasome subunit alpha type-5,-0.794284822,19.71837902,PE_UV vs PE_NoUV,membrane,0.000945593,hit
ACAA2,P42765,"3-ketoacyl-CoA thiolase, mitochondrial",0.987117589,18.57848581,PE_UV vs PE_NoUV,membrane,0.00097044,enriched hit
CD55,P08174,Complement decay-accelerating factor,0.756760459,23.84802786,PE_UV vs PE_NoUV,membrane,0.001023894,enriched hit
TCOF1,Q13428,Treacle protein,0.734920979,17.69548229,PE_UV vs PE_NoUV,membrane,0.001031487,enriched hit
NIBAN1,Q9BZQ8,Protein Niban 1,0.745523885,18.51850392,PE_UV vs PE_NoUV,membrane,0.001049752,enriched hit
EIF4G2,P78344,Eukaryotic translation initiation factor 4 gamma 2,-0.989902797,21.95091875,PE_UV vs PE_NoUV,membrane,0.001058862,hit
S100A11,P31949,Protein S100-A11,-1.573725596,21.48856321,PE_UV vs PE_NoUV,membrane,0.001060458,hit
INPP5A,Q14642,Inositol polyphosphate-5-phosphatase A,0.601398653,18.97274026,PE_UV vs PE_NoUV,membrane,0.001109993,enriched hit
SERPINB6,P35237,Serpin B6,-0.821433405,21.26810887,PE_UV vs PE_NoUV,membrane,0.001110958,hit
SLC25A3,Q00325,"Phosphate carrier protein, mitochondrial",1.216982648,23.54654185,PE_UV vs PE_NoUV,membrane,0.001113225,enriched hit
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein,-0.627062678,23.36282173,PE_UV vs PE_NoUV,membrane,0.00111384,hit
SRPRB,Q9Y5M8,Signal recognition particle receptor subunit beta,1.15361709,21.67277202,PE_UV vs PE_NoUV,membrane,0.001123178,enriched hit
SHMT2,P34897,"Serine hydroxymethyltransferase, mitochondrial",1.304188796,19.69566979,PE_UV vs PE_NoUV,membrane,0.001153035,enriched hit
ANXA5,P08758,Annexin A5,-1.145977643,22.66858186,PE_UV vs PE_NoUV,membrane,0.001186467,hit
YWHAB,P31946,14-3-3 protein beta/alpha,-1.088822075,22.77272968,PE_UV vs PE_NoUV,membrane,0.001205132,hit
WDR5,P61964,WD repeat-containing protein 5,0.653589695,18.53383403,PE_UV vs PE_NoUV,membrane,0.001224511,enriched hit
NARS1,O43776,"Asparagine--tRNA ligase, cytoplasmic",-0.885447488,20.44526644,PE_UV vs PE_NoUV,membrane,0.001226543,hit
HADHA,P40939,"Trifunctional enzyme subunit alpha, mitochondrial",0.827516272,19.57503092,PE_UV vs PE_NoUV,membrane,0.00123109,enriched hit
SLC26A6,Q9BXS9,Solute carrier family 26 member 6,0.695559867,19.33184128,PE_UV vs PE_NoUV,membrane,0.001242405,enriched hit
SDHA,P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",1.027223345,21.06973098,PE_UV vs PE_NoUV,membrane,0.00124547,enriched hit
PLIN4,Q96Q06,Perilipin-4,-0.675022945,20.17934901,PE_UV vs PE_NoUV,membrane,0.00125789,hit
ACADM,P11310,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0.852654628,19.45417321,PE_UV vs PE_NoUV,membrane,0.001300365,enriched hit
ACTC1,P68032,"Actin, alpha cardiac muscle 1",0.776107291,21.82210314,PE_UV vs PE_NoUV,membrane,0.001305185,enriched hit
CLPTM1L,Q96KA5,Lipid scramblase CLPTM1L,1.117479134,18.50454928,PE_UV vs PE_NoUV,membrane,0.001368778,enriched hit
NAPRT,Q6XQN6,Nicotinate phosphoribosyltransferase,-0.678643073,18.35882471,PE_UV vs PE_NoUV,membrane,0.001384865,hit
RAB32,Q13637,Ras-related protein Rab-32,0.595487497,18.52945532,PE_UV vs PE_NoUV,membrane,0.001445923,enriched hit
YWHAG,P61981,14-3-3 protein gamma,-0.908209373,22.1471741,PE_UV vs PE_NoUV,membrane,0.001448088,hit
COX4I1,P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",1.009343843,21.48128348,PE_UV vs PE_NoUV,membrane,0.001498626,enriched hit
ACAT1,P24752,"Acetyl-CoA acetyltransferase, mitochondrial",1.173128835,21.0377508,PE_UV vs PE_NoUV,membrane,0.00154057,enriched hit
PCNA,P12004,Proliferating cell nuclear antigen,-1.110169897,23.53245146,PE_UV vs PE_NoUV,membrane,0.00159083,hit
SDHB,P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",1.057779033,19.95135406,PE_UV vs PE_NoUV,membrane,0.001598226,enriched hit
ARHGDIA,P52565,Rho GDP-dissociation inhibitor 1,-1.057416783,21.92145152,PE_UV vs PE_NoUV,membrane,0.001611708,hit
FAM114A1,Q8IWE2,Protein NOXP20,-1.088975878,19.69671918,PE_UV vs PE_NoUV,membrane,0.001613032,hit
ATP5F1C,P36542,"ATP synthase subunit gamma, mitochondrial",1.401009095,20.41805594,PE_UV vs PE_NoUV,membrane,0.001663005,enriched hit
YWHAQ,P27348,14-3-3 protein theta,-1.019214925,21.83803488,PE_UV vs PE_NoUV,membrane,0.001705315,hit
POR,P16435,NADPH--cytochrome P450 reductase,1.062099234,23.58262631,PE_UV vs PE_NoUV,membrane,0.001746701,enriched hit
PFN1,P07737,Profilin-1,-0.723628797,21.94694962,PE_UV vs PE_NoUV,membrane,0.001816602,hit
ACOX1,Q15067,Peroxisomal acyl-coenzyme A oxidase 1,0.792357316,19.59506369,PE_UV vs PE_NoUV,membrane,0.001834011,enriched hit
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,-0.757300721,21.69450848,PE_UV vs PE_NoUV,membrane,0.001844182,hit
ITPA,Q9BY32,Inosine triphosphate pyrophosphatase,-0.976643496,18.37298971,PE_UV vs PE_NoUV,membrane,0.001848187,hit
DPAGT1,Q9H3H5,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase,0.71893012,19.88671387,PE_UV vs PE_NoUV,membrane,0.001907959,enriched hit
SLIRP,Q9GZT3,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",1.377969332,19.92272683,PE_UV vs PE_NoUV,membrane,0.00192553,enriched hit
SEC23B,Q15437,Protein transport protein Sec23B,-0.859535914,21.31748571,PE_UV vs PE_NoUV,membrane,0.001947226,hit
PLOD2,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.658480068,20.05299757,PE_UV vs PE_NoUV,membrane,0.002014337,enriched hit
TRMT10C,Q7L0Y3,tRNA methyltransferase 10 homolog C,0.898328625,18.76206443,PE_UV vs PE_NoUV,membrane,0.002070979,enriched hit
DDT,P30046,D-dopachrome decarboxylase,-0.87585198,18.89813436,PE_UV vs PE_NoUV,membrane,0.00208841,hit
GNA11,P29992,Guanine nucleotide-binding protein subunit alpha-11,0.658426496,21.90866517,PE_UV vs PE_NoUV,membrane,0.002112633,enriched hit
TOR1AIP1,Q5JTV8,Torsin-1A-interacting protein 1,1.249982452,19.25526855,PE_UV vs PE_NoUV,membrane,0.00211963,enriched hit
SFN,P31947,14-3-3 protein sigma,-1.193996509,21.34302185,PE_UV vs PE_NoUV,membrane,0.002162277,hit
SCAMP3,O14828,Secretory carrier-associated membrane protein 3,-0.697449201,22.18862771,PE_UV vs PE_NoUV,membrane,0.002171947,hit
TUBA1C,Q9BQE3,Tubulin alpha-1C chain,-0.795755266,23.10128637,PE_UV vs PE_NoUV,membrane,0.002221446,hit
LANCL1,O43813,Glutathione S-transferase LANCL1,0.521721089,20.86614856,PE_UV vs PE_NoUV,membrane,0.002225811,no hit
PPIF,P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",1.224137218,20.32682237,PE_UV vs PE_NoUV,membrane,0.002240674,enriched hit
RPN2,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,0.897595632,21.95535998,PE_UV vs PE_NoUV,membrane,0.00230304,enriched hit
LYPD3,O95274,Ly6/PLAUR domain-containing protein 3,0.621724825,20.85147601,PE_UV vs PE_NoUV,membrane,0.002379377,enriched hit
MIF,P14174,Macrophage migration inhibitory factor,-1.298071102,22.01089929,PE_UV vs PE_NoUV,membrane,0.002385806,hit
BASP1,P80723,Brain acid soluble protein 1,1.967630255,23.41103032,PE_UV vs PE_NoUV,membrane,0.002418226,enriched hit
TMEM214,Q6NUQ4,Transmembrane protein 214,1.033192258,19.45141302,PE_UV vs PE_NoUV,membrane,0.002457574,enriched hit
TRAP1,Q12931,"Heat shock protein 75 kDa, mitochondrial",1.161700296,20.54970353,PE_UV vs PE_NoUV,membrane,0.002507954,enriched hit
MDH2,P40926,"Malate dehydrogenase, mitochondrial",0.975006304,22.39469081,PE_UV vs PE_NoUV,membrane,0.002698985,enriched hit
FDPS,P14324,Farnesyl pyrophosphate synthase,-0.948746635,21.80870856,PE_UV vs PE_NoUV,membrane,0.002764377,hit
RABGGTB,P53611,Geranylgeranyl transferase type-2 subunit beta,-0.904928128,19.31059097,PE_UV vs PE_NoUV,membrane,0.002854443,hit
ABCC1,P33527,Multidrug resistance-associated protein 1,0.526006627,19.48298313,PE_UV vs PE_NoUV,membrane,0.002895363,no hit
NMT1,P30419,Glycylpeptide N-tetradecanoyltransferase 1,-1.501853909,20.92303535,PE_UV vs PE_NoUV,membrane,0.003014611,hit
PLIN3,O60664,Perilipin-3,-1.132273777,21.97667336,PE_UV vs PE_NoUV,membrane,0.003045085,hit
SERBP1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein,-2.028159286,22.69307242,PE_UV vs PE_NoUV,membrane,0.003056465,hit
CMBL,Q96DG6,Carboxymethylenebutenolidase homolog,-0.812722344,19.06068301,PE_UV vs PE_NoUV,membrane,0.003070978,hit
RAD23B,P54727,UV excision repair protein RAD23 homolog B,-0.845681319,20.59993797,PE_UV vs PE_NoUV,membrane,0.003085827,hit
SCCPDH,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase,0.895154183,18.73698275,PE_UV vs PE_NoUV,membrane,0.003108491,enriched hit
MLEC,Q14165,Malectin,0.634103018,21.12812674,PE_UV vs PE_NoUV,membrane,0.003153919,enriched hit
ESD,P10768,S-formylglutathione hydrolase,-0.964996831,19.54061418,PE_UV vs PE_NoUV,membrane,0.003157086,hit
SCAMP2,O15127,Secretory carrier-associated membrane protein 2,-0.475522378,20.8031318,PE_UV vs PE_NoUV,membrane,0.003199136,no hit
CLINT1,Q14677,Clathrin interactor 1,-1.19602661,21.19387236,PE_UV vs PE_NoUV,membrane,0.003226939,hit
GDI2,P50395,Rab GDP dissociation inhibitor beta,-0.623203878,22.29925556,PE_UV vs PE_NoUV,membrane,0.003280402,hit
SUMO2,P61956,Small ubiquitin-related modifier 2,-1.194054788,19.9201128,PE_UV vs PE_NoUV,membrane,0.0033931,hit
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic",-0.760115616,21.34142772,PE_UV vs PE_NoUV,membrane,0.003421019,hit
VDAC3,Q9Y277,Voltage-dependent anion-selective channel protein 3,0.697619632,19.39272586,PE_UV vs PE_NoUV,membrane,0.003427118,enriched hit
RAC1,P63000,Ras-related C3 botulinum toxin substrate 1,0.567017237,22.6547974,PE_UV vs PE_NoUV,membrane,0.003455564,no hit
GNB4,Q9HAV0,Guanine nucleotide-binding protein subunit beta-4,0.584440173,22.53675064,PE_UV vs PE_NoUV,membrane,0.003463522,no hit
TALDO1,P37837,Transaldolase,-1.312639188,22.64474083,PE_UV vs PE_NoUV,membrane,0.003467908,hit
ANXA7,P20073,Annexin A7,-1.030974822,21.72079349,PE_UV vs PE_NoUV,membrane,0.003530113,hit
GNAI1,P63096,Guanine nucleotide-binding protein G(i) subunit alpha-1,0.608217729,21.5239396,PE_UV vs PE_NoUV,membrane,0.003601471,enriched hit
GNAS,Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,0.730799736,23.11018255,PE_UV vs PE_NoUV,membrane,0.003618746,enriched hit
BLVRA,P53004,Biliverdin reductase A,-0.466398232,19.22073555,PE_UV vs PE_NoUV,membrane,0.003620926,no hit
RAP1A,P62834,Ras-related protein Rap-1A,0.667369569,19.55483643,PE_UV vs PE_NoUV,membrane,0.003720939,enriched hit
YWHAH,Q04917,14-3-3 protein eta,-0.836355769,21.80188024,PE_UV vs PE_NoUV,membrane,0.003889073,hit
RALB,P11234,Ras-related protein Ral-B,0.610127226,19.80889367,PE_UV vs PE_NoUV,membrane,0.0038913,enriched hit
UGGT1,Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1,0.51805861,19.44349558,PE_UV vs PE_NoUV,membrane,0.00391618,no hit
HSPD1,P10809,"60 kDa heat shock protein, mitochondrial",1.6515312,25.0427557,PE_UV vs PE_NoUV,membrane,0.003967465,enriched hit
INF2,Q27J81,Inverted formin-2,0.547480627,17.48118303,PE_UV vs PE_NoUV,membrane,0.003986688,no hit
IPO5,O00410,Importin-5,-0.858644006,23.01788652,PE_UV vs PE_NoUV,membrane,0.004018991,hit
LRRC59,Q96AG4,Leucine-rich repeat-containing protein 59,0.987020597,21.53055737,PE_UV vs PE_NoUV,membrane,0.004051715,enriched hit
TARS1,P26639,"Threonine--tRNA ligase 1, cytoplasmic",-0.937018516,22.36958537,PE_UV vs PE_NoUV,membrane,0.004152036,hit
SARS1,P49591,"Serine--tRNA ligase, cytoplasmic",-0.791565867,18.20492025,PE_UV vs PE_NoUV,membrane,0.004330658,hit
GLUD1,P00367,"Glutamate dehydrogenase 1, mitochondrial",1.252937952,20.37539729,PE_UV vs PE_NoUV,membrane,0.00433567,enriched hit
VARS1,P26640,Valine--tRNA ligase,-0.686136294,19.54827054,PE_UV vs PE_NoUV,membrane,0.004380936,hit
ARF4,P18085,ADP-ribosylation factor 4,-0.619293633,20.11201889,PE_UV vs PE_NoUV,membrane,0.004471801,hit
UFL1,O94874,E3 UFM1-protein ligase 1,0.494132246,18.51915177,PE_UV vs PE_NoUV,membrane,0.004526766,no hit
RTN4,Q9NQC3,Reticulon-4,-0.713015461,21.92716584,PE_UV vs PE_NoUV,membrane,0.004562392,hit
TAPBP,O15533,Tapasin,0.822040722,19.39962263,PE_UV vs PE_NoUV,membrane,0.00467816,enriched hit
SSR1,P43307,Translocon-associated protein subunit alpha,1.106499061,19.46858834,PE_UV vs PE_NoUV,membrane,0.004714091,enriched hit
AP1B1,Q10567,AP-1 complex subunit beta-1,-0.626218304,21.59317433,PE_UV vs PE_NoUV,membrane,0.004808504,hit
GOT2,P00505,"Aspartate aminotransferase, mitochondrial",1.170960918,22.51987098,PE_UV vs PE_NoUV,membrane,0.004810594,enriched hit
ROBO1,Q9Y6N7,Roundabout homolog 1,0.618505091,20.76104703,PE_UV vs PE_NoUV,membrane,0.004863829,enriched hit
TNPO1,Q92973,Transportin-1,-0.805726504,22.89896798,PE_UV vs PE_NoUV,membrane,0.004990241,hit
ANXA4,P09525,Annexin A4,-0.771082613,20.44480682,PE_UV vs PE_NoUV,membrane,0.004998631,hit
HSP90B1,P14625,Endoplasmin,1.114109619,24.46919624,PE_UV vs PE_NoUV,membrane,0.00501615,enriched hit
HIBADH,P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",1.166368952,17.31081027,PE_UV vs PE_NoUV,membrane,0.005026956,enriched hit
SORT1,Q99523,Sortilin,-0.519258381,19.23461681,PE_UV vs PE_NoUV,membrane,0.005034974,no hit
ECH1,Q13011,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",1.215272299,20.01295868,PE_UV vs PE_NoUV,membrane,0.005312273,enriched hit
PGM1,P36871,Phosphoglucomutase-1,-0.965235594,22.32745613,PE_UV vs PE_NoUV,membrane,0.00549993,hit
EDF1,O60869,Endothelial differentiation-related factor 1,-1.433994126,19.95785636,PE_UV vs PE_NoUV,membrane,0.00555966,hit
AXL,P30530,Tyrosine-protein kinase receptor UFO,0.630582439,19.19549153,PE_UV vs PE_NoUV,membrane,0.005594587,enriched hit
HPDL,Q96IR7,4-hydroxyphenylpyruvate dioxygenase-like protein,0.752622205,18.40419526,PE_UV vs PE_NoUV,membrane,0.005670222,enriched hit
ACADVL,P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0.697819168,18.19372032,PE_UV vs PE_NoUV,membrane,0.005712297,enriched hit
SERPINB5,P36952,Serpin B5,-1.000891115,21.51436509,PE_UV vs PE_NoUV,membrane,0.005739446,hit
NAA10,P41227,N-alpha-acetyltransferase 10,-0.934653384,19.48824595,PE_UV vs PE_NoUV,membrane,0.005872142,hit
PRDX6,P30041,Peroxiredoxin-6,-0.858144575,23.18319082,PE_UV vs PE_NoUV,membrane,0.006277673,hit
OCIAD1,Q9NX40,OCIA domain-containing protein 1,0.620413923,18.89468688,PE_UV vs PE_NoUV,membrane,0.006316238,enriched hit
PTGR1,Q14914,Prostaglandin reductase 1,-0.812391895,19.58055068,PE_UV vs PE_NoUV,membrane,0.006336457,hit
CS,O75390,"Citrate synthase, mitochondrial",1.068195389,19.95319981,PE_UV vs PE_NoUV,membrane,0.006348156,enriched hit
SSR4,P51571,Translocon-associated protein subunit delta,0.745384722,22.55833495,PE_UV vs PE_NoUV,membrane,0.006360398,enriched hit
PARVA,Q9NVD7,Alpha-parvin,-0.714844018,20.5903544,PE_UV vs PE_NoUV,membrane,0.006405918,hit
RAB18,Q9NP72,Ras-related protein Rab-18,-0.449794686,22.11015584,PE_UV vs PE_NoUV,membrane,0.00643175,no hit
DLAT,P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",0.959572413,18.31192523,PE_UV vs PE_NoUV,membrane,0.006440699,enriched hit
C17orf75,Q9HAS0,Protein Njmu-R1,-0.764814923,19.81252809,PE_UV vs PE_NoUV,membrane,0.006654327,hit
RAB23,Q9ULC3,Ras-related protein Rab-23,0.416709627,20.45124489,PE_UV vs PE_NoUV,membrane,0.006741654,no hit
NUTF2,P61970,Nuclear transport factor 2,-0.734384637,18.28156045,PE_UV vs PE_NoUV,membrane,0.006782961,hit
RHOF,Q9HBH0,Rho-related GTP-binding protein RhoF,0.619036561,19.07603145,PE_UV vs PE_NoUV,membrane,0.006854562,enriched hit
RNPEP,Q9H4A4,Aminopeptidase B,-0.731802197,19.62781538,PE_UV vs PE_NoUV,membrane,0.007022271,hit
RPS12,P25398,40S ribosomal protein S12,-0.863709535,23.04291794,PE_UV vs PE_NoUV,membrane,0.007030752,hit
FAM162A,Q96A26,Protein FAM162A,0.885328838,19.27324673,PE_UV vs PE_NoUV,membrane,0.007072244,enriched hit
ANO6,Q4KMQ2,Anoctamin-6,0.465779257,19.52363217,PE_UV vs PE_NoUV,membrane,0.007130782,no hit
GSTK1,Q9Y2Q3,Glutathione S-transferase kappa 1,0.629331853,20.79432437,PE_UV vs PE_NoUV,membrane,0.007228035,enriched hit
PRMT1,Q99873,Protein arginine N-methyltransferase 1,-0.479829648,19.40461039,PE_UV vs PE_NoUV,membrane,0.007270884,no hit
BTF3,P20290,Transcription factor BTF3,-1.367299726,20.58420146,PE_UV vs PE_NoUV,membrane,0.007353926,hit
AKR1B1,P15121,Aldo-keto reductase family 1 member B1,-0.754114857,21.47172009,PE_UV vs PE_NoUV,membrane,0.007356947,hit
NPTX1,Q15818,Neuronal pentraxin-1,0.661121701,20.44346055,PE_UV vs PE_NoUV,membrane,0.007573228,enriched hit
JUP,P14923,Junction plakoglobin,0.665911714,22.80662439,PE_UV vs PE_NoUV,membrane,0.007578872,enriched hit
TXN,P10599,Thioredoxin,-0.974336415,20.91026001,PE_UV vs PE_NoUV,membrane,0.007634283,hit
NSDHL,Q15738,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",0.736134719,21.73326973,PE_UV vs PE_NoUV,membrane,0.007688387,enriched hit
NOTCH2,Q04721,Neurogenic locus notch homolog protein 2,0.584440129,17.86202797,PE_UV vs PE_NoUV,membrane,0.007719614,no hit
HADHB,P55084,"Trifunctional enzyme subunit beta, mitochondrial",1.03100329,18.54311175,PE_UV vs PE_NoUV,membrane,0.007732666,enriched hit
MRPL12,P52815,"39S ribosomal protein L12, mitochondrial",0.831025928,18.71092266,PE_UV vs PE_NoUV,membrane,0.007784016,enriched hit
ALG5,Q9Y673,Dolichyl-phosphate beta-glucosyltransferase,0.735533791,19.43024524,PE_UV vs PE_NoUV,membrane,0.007802057,enriched hit
TYMP,P19971,Thymidine phosphorylase,-0.466346559,17.66247359,PE_UV vs PE_NoUV,membrane,0.007971439,no hit
RNH1,P13489,Ribonuclease inhibitor,-0.676625067,20.08380736,PE_UV vs PE_NoUV,membrane,0.008019907,hit
TMCO1,Q9UM00,Calcium load-activated calcium channel,1.243166547,20.20846888,PE_UV vs PE_NoUV,membrane,0.008063652,enriched hit
IPO7,O95373,Importin-7,-0.835380915,22.06061616,PE_UV vs PE_NoUV,membrane,0.008087311,hit
PHB1,P35232,Prohibitin 1,1.109149259,21.80531573,PE_UV vs PE_NoUV,membrane,0.008111162,enriched hit
ZNF598,Q86UK7,E3 ubiquitin-protein ligase ZNF598,-0.866908954,19.00173196,PE_UV vs PE_NoUV,membrane,0.008124123,hit
UBE2N,P61088,Ubiquitin-conjugating enzyme E2 N,-0.642598668,20.0040813,PE_UV vs PE_NoUV,membrane,0.008172327,hit
PPA1,Q15181,Inorganic pyrophosphatase,-0.971755374,21.94119133,PE_UV vs PE_NoUV,membrane,0.008210027,hit
TNFAIP8,O95379,Tumor necrosis factor alpha-induced protein 8,0.474030991,19.79887282,PE_UV vs PE_NoUV,membrane,0.008232672,no hit
GNB2,P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,0.745549468,20.46608196,PE_UV vs PE_NoUV,membrane,0.008251726,enriched hit
CLTA,P09496,Clathrin light chain A,-0.772489679,21.23164177,PE_UV vs PE_NoUV,membrane,0.008254779,hit
SH3GLB1,Q9Y371,Endophilin-B1,-0.651238775,20.73293834,PE_UV vs PE_NoUV,membrane,0.008335353,hit
USP5,P45974,Ubiquitin carboxyl-terminal hydrolase 5,-0.62486518,19.91192223,PE_UV vs PE_NoUV,membrane,0.008652032,hit
BST2,Q10589,Bone marrow stromal antigen 2,-0.616230946,21.47909647,PE_UV vs PE_NoUV,membrane,0.008693078,hit
MYG1,Q9HB07,MYG1 exonuclease,-0.630161717,18.30122017,PE_UV vs PE_NoUV,membrane,0.008702965,hit
ADK,P55263,Adenosine kinase,-0.705216049,18.96157813,PE_UV vs PE_NoUV,membrane,0.008824866,hit
RHOG,P84095,Rho-related GTP-binding protein RhoG,0.427032434,21.99638949,PE_UV vs PE_NoUV,membrane,0.008955222,no hit
LRPPRC,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial",0.946680554,21.89348662,PE_UV vs PE_NoUV,membrane,0.0089995,enriched hit
GNAI2,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,0.695155324,21.20886622,PE_UV vs PE_NoUV,membrane,0.009038101,enriched hit
GNAI3,P08754,Guanine nucleotide-binding protein G(i) subunit alpha-3,0.700651362,23.357584,PE_UV vs PE_NoUV,membrane,0.009072761,enriched hit
CISD1,Q9NZ45,CDGSH iron-sulfur domain-containing protein 1,0.800352469,19.75460577,PE_UV vs PE_NoUV,membrane,0.009191797,enriched hit
S100A16,Q96FQ6,Protein S100-A16,-0.66354885,20.07290908,PE_UV vs PE_NoUV,membrane,0.009193632,hit
RMDN1,Q96DB5,Regulator of microtubule dynamics protein 1,0.708007542,19.23078238,PE_UV vs PE_NoUV,membrane,0.009588593,candidate
DECR2,Q9NUI1,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",0.781860655,16.29040184,PE_UV vs PE_NoUV,membrane,0.009639078,candidate
SFXN1,Q9H9B4,Sideroflexin-1,1.072900012,20.69938028,PE_UV vs PE_NoUV,membrane,0.009705805,candidate
UBE2I,P63279,SUMO-conjugating enzyme UBC9,-0.39062825,18.8246435,PE_UV vs PE_NoUV,membrane,0.009743806,no hit
CNN2,Q99439,Calponin-2,-0.469835809,19.98097239,PE_UV vs PE_NoUV,membrane,0.009901121,no hit
MYL6,P60660,Myosin light polypeptide 6,0.542607407,20.84307997,PE_UV vs PE_NoUV,membrane,0.00994185,no hit
TXLNA,P40222,Alpha-taxilin,-1.13595784,21.4409782,PE_UV vs PE_NoUV,membrane,0.010033362,candidate
GNAQ,P50148,Guanine nucleotide-binding protein G(q) subunit alpha,0.608926237,19.47984835,PE_UV vs PE_NoUV,membrane,0.010134905,candidate
PLS3,P13797,Plastin-3,0.572080117,24.3551843,PE_UV vs PE_NoUV,membrane,0.010302821,no hit
RPS28,P62857,40S ribosomal protein S28,-0.641975056,21.38726571,PE_UV vs PE_NoUV,membrane,0.010405014,candidate
DCTN2,Q13561,Dynactin subunit 2,-0.371489098,19.19673506,PE_UV vs PE_NoUV,membrane,0.010449547,no hit
SLC25A13,Q9UJS0,"Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial",0.781175152,18.86690501,PE_UV vs PE_NoUV,membrane,0.010515558,candidate
RAB5A,P20339,Ras-related protein Rab-5A,0.444335756,19.50933805,PE_UV vs PE_NoUV,membrane,0.010578634,no hit
HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,-0.718492064,21.75832163,PE_UV vs PE_NoUV,membrane,0.010636012,candidate
NUDT21,O43809,Cleavage and polyadenylation specificity factor subunit 5,0.405133197,20.27188962,PE_UV vs PE_NoUV,membrane,0.01086647,no hit
STEAP4,Q687X5,Metalloreductase STEAP4,0.700663055,21.13782805,PE_UV vs PE_NoUV,membrane,0.010904459,candidate
EIF4A1,P60842,Eukaryotic initiation factor 4A-I,-1.380851694,23.17611231,PE_UV vs PE_NoUV,membrane,0.01107732,candidate
RDH11,Q8TC12,Retinol dehydrogenase 11,0.841896415,19.56687742,PE_UV vs PE_NoUV,membrane,0.011182536,candidate
SORD,Q00796,Sorbitol dehydrogenase,-0.495045187,19.33906031,PE_UV vs PE_NoUV,membrane,0.011184219,no hit
ALDH3A2,P51648,Aldehyde dehydrogenase family 3 member A2,0.740562655,19.28337854,PE_UV vs PE_NoUV,membrane,0.011290749,candidate
RAB34,Q9BZG1,Ras-related protein Rab-34,0.639446895,19.87555721,PE_UV vs PE_NoUV,membrane,0.011398595,candidate
APOL2,Q9BQE5,Apolipoprotein L2,0.440428837,20.61599482,PE_UV vs PE_NoUV,membrane,0.011645074,no hit
GIGYF2,Q6Y7W6,GRB10-interacting GYF protein 2,-1.293630578,18.41127301,PE_UV vs PE_NoUV,membrane,0.011690663,candidate
ATP2A2,P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,0.800136072,23.25806782,PE_UV vs PE_NoUV,membrane,0.01176013,candidate
MME,P08473,Neprilysin,-1.098907479,20.74711492,PE_UV vs PE_NoUV,membrane,0.011919466,candidate
STT3A,P46977,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,0.647056299,21.20104152,PE_UV vs PE_NoUV,membrane,0.012019209,candidate
KRAS,P01116,GTPase KRas,0.449513715,20.04929436,PE_UV vs PE_NoUV,membrane,0.012019866,no hit
TRIM28,Q13263,Transcription intermediary factor 1-beta,0.567098497,19.65272123,PE_UV vs PE_NoUV,membrane,0.012059892,no hit
IST1,P53990,IST1 homolog,-0.555626845,20.37967487,PE_UV vs PE_NoUV,membrane,0.012150067,no hit
AGPS,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",0.609403437,19.14539833,PE_UV vs PE_NoUV,membrane,0.012260831,candidate
DDOST,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,0.637729668,23.03866095,PE_UV vs PE_NoUV,membrane,0.013177124,candidate
