Trial,Accession,gene_name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Fold_change,Control_abundance,Sample_abundance,,,
3,NP_001952.1,EEF2,elongation factor 2 [Homo sapiens],12,6,8,6,858,95.3,20.71,6,3.182,3395642.688,10805693.75,,,
2,NP_002622.2,PGD,"6-phosphogluconate dehydrogenase, decarboxylating isoform 1 [Homo sapiens]",6,2,3,2,483,53.1,6.27,2,2.595,4135463.25,10733115.5,,,
2,NP_006576.2,CCT8,T-complex protein 1 subunit theta isoform 1 [Homo sapiens],10,3,4,3,548,59.6,9.77,3,2.936,3648126.813,10710527.25,,,
2,NP_001307540.1,KPNA2,importin subunit alpha-1 [Homo sapiens],9,3,9,3,529,57.8,15.46,3,3.154,3362363.375,10605163,,,
2,NP_002005.1,FKBP4,peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens],16,4,7,4,459,51.8,15.67,4,4.193,2516006.125,10549425,,,
2,NP_001290203.1,ACLY,ATP-citrate synthase isoform 3 [Homo sapiens],4,3,7,3,1155,126.1,13.8,3,3.295,3177201.313,10468069.13,,,
3,XP_005247421.1,GOLIM4,PREDICTED: Golgi integral membrane protein 4 isoform X1 [Homo sapiens],9,3,4,3,697,81.9,7.76,3,100,0,10412373.25,,,
1,XP_011538278.1,TM9SF3,PREDICTED: transmembrane 9 superfamily member 3 isoform X1 [Homo sapiens],8,3,4,3,607,70.2,11.28,3,75.127,135862.8125,10206945.5,,,
1,XP_005248174.1,TMEM33,PREDICTED: transmembrane protein 33 isoform X1 [Homo sapiens],15,3,3,3,247,28,7.85,3,56.524,180139.9219,10182186.38,,,
1,XP_005247421.1,GOLIM4,PREDICTED: Golgi integral membrane protein 4 isoform X1 [Homo sapiens],8,4,5,4,697,81.9,14.4,4,100,9914.826172,10102763.66,,,
2,NP_938149.2,GANAB,neutral alpha-glucosidase AB isoform 3 precursor [Homo sapiens],3,2,7,2,966,109.4,7.96,2,3.573,2804228.438,10019973.69,,,
1,NP_008835.5,PRKDC,DNA-dependent protein kinase catalytic subunit isoform 1 [Homo sapiens],5,14,15,14,4128,468.8,38.38,14,13.865,720813.957,9994127.5,,,
3,NP_000909.2,P4HB,protein disulfide-isomerase precursor [Homo sapiens],16,3,5,3,508,57.1,12.16,3,4.546,2191438.375,9962550,,,
1,NP_001531.1,HSPB1,heat shock protein beta-1 [Homo sapiens],52,5,8,5,205,22.8,22.41,5,17.595,562595.6445,9898679.25,,,
3,NP_003290.1,HSP90B1,endoplasmin precursor [Homo sapiens],8,4,5,4,803,92.4,13.25,4,3.573,2766557.531,9885897.75,,,
1,NP_056146.1,NCSTN,nicastrin isoform 1 precursor [Homo sapiens],6,4,4,4,709,78.4,8.58,4,100,46237.95313,9856395.125,,,
1,NP_000971.1,RPL18A,60S ribosomal protein L18a [Homo sapiens],17,3,5,3,176,20.7,14.43,3,16.131,609838.1484,9836994.625,,,
2,NP_060557.3,NDC1,nucleoporin NDC1 isoform 1 [Homo sapiens],10,4,4,4,674,76.3,9.14,4,100,0,9645765.063,,,
1,NP_110409.2,CLPTM1L,cleft lip and palate transmembrane protein 1-like protein [Homo sapiens],8,3,5,3,538,62.2,9.42,3,57.542,167592.1621,9643592.75,,,
2,NP_002783.1,PSMA7,proteasome subunit alpha type-7 [Homo sapiens],12,2,3,2,248,27.9,6.94,2,3.215,2998815.375,9641534.5,,,
1,NP_001275905.1,XRCC6,X-ray repair cross-complementing protein 6 isoform 1 [Homo sapiens],20,8,14,8,609,69.8,38.52,8,18.806,509788.207,9587291.836,,,
2,NP_002145.3,HSPA4,heat shock 70 kDa protein 4 [Homo sapiens],8,4,5,4,840,94.3,10.64,4,4.824,1983328.625,9568484.828,,,
1,XP_011515669.1,MTDH,PREDICTED: protein LYRIC isoform X1 [Homo sapiens],22,7,13,7,612,66.9,34.72,7,100,40327.40625,9525304.625,,,
2,XP_005259654.1,PTBP1,PREDICTED: polypyrimidine tract-binding protein 1 isoform X1 [Homo sapiens],7,2,10,2,559,59.8,14.41,2,4.595,2035785.25,9355328,,,
2,NP_006382.1,IPO7,importin-7 [Homo sapiens],2,2,3,2,1038,119.4,6.09,2,2.831,3293020.625,9321642.5,,,
1,XP_005250918.1,PABPC1,PREDICTED: polyadenylate-binding protein 1 isoform X1 [Homo sapiens],24,11,16,6,636,70.6,39.47,11,23.67,392056.75,9280039.875,,,
3,NP_000678.1,AHCY,adenosylhomocysteinase isoform 1 [Homo sapiens],9,3,4,3,432,47.7,9.32,3,4.905,1890791.938,9275090.063,,,
2,NP_005372.2,NCL,nucleolin [Homo sapiens],11,4,6,4,710,76.6,13.08,4,1.677,5514329.75,9248794,,,
1,NP_937818.1,NME1,nucleoside diphosphate kinase A isoform a [Homo sapiens],15,2,4,2,177,19.6,10.03,2,19.214,480328.8125,9229106.563,,,
1,NP_002005.1,FKBP4,peptidyl-prolyl cis-trans isomerase FKBP4 [Homo sapiens],17,5,8,5,459,51.8,22.84,5,21.344,431282.2813,9205488.063,,,
2,NP_821133.1,TUBB,tubulin beta chain isoform b [Homo sapiens],27,6,10,1,444,49.6,27.61,6,3.055,3006056.5,9183308,,,
1,NP_110379.2,TCP1,T-complex protein 1 subunit alpha isoform a [Homo sapiens],20,7,11,7,556,60.3,23.28,7,17.725,515575.7031,9138350.875,,,
2,NP_001227.1,CBR3,carbonyl reductase [NADPH] 3 [Homo sapiens],10,2,2,2,277,30.8,4.76,2,2.843,3195505.125,9084113.5,,,
1,NP_000678.1,AHCY,adenosylhomocysteinase isoform 1 [Homo sapiens],12,4,6,4,432,47.7,17.69,4,19.155,474003.5781,9079316.625,,,
2,NP_000967.1,RPL12,60S ribosomal protein L12 [Homo sapiens],21,2,3,2,165,17.8,7.11,2,2.194,4136373.5,9075259,,,
1,NP_005311.1,H1-3,histone H1.3 [Homo sapiens],10,2,2,2,221,22.3,4.97,2,7.971,1127014.32,8983138.25,,,
3,NP_000282.1,PGK1,phosphoglycerate kinase 1 [Homo sapiens],8,2,4,2,417,44.6,9.49,2,3.805,2355802.375,8963334.75,,,
1,NP_000960.2,RPL5,60S ribosomal protein L5 [Homo sapiens],13,3,5,3,297,34.3,12.25,3,15.589,573537.4453,8940686.156,,,
2,XP_005248694.1,SYNCRIP,PREDICTED: heterogeneous nuclear ribonucleoprotein Q isoform X3 [Homo sapiens],8,3,3,3,623,69.6,6.67,3,5.457,1627351.938,8880509.875,,,
2,XP_005254853.1,KIF23,PREDICTED: kinesin-like protein KIF23 isoform X1 [Homo sapiens],10,6,10,6,974,111.6,25.43,6,0.848,10420841.63,8833572.938,,,
3,XP_011532847.1,HNRNPH1,PREDICTED: heterogeneous nuclear ribonucleoprotein H isoform X1 [Homo sapiens],9,2,3,2,472,51.2,4.25,2,3.551,2483288,8819052,,,
2,XP_016882252.1,ILF3,PREDICTED: interleukin enhancer-binding factor 3 isoform X1 [Homo sapiens],7,3,4,3,898,95.7,11.22,3,4.136,2131891.938,8817098.25,,,
1,NP_055929.1,ANKLE2,ankyrin repeat and LEM domain-containing protein 2 [Homo sapiens],18,9,16,9,938,104.1,46.17,9,72.857,120700.7344,8793943.375,,,
2,NP_000993.1,RPLP0,60S acidic ribosomal protein P0 [Homo sapiens],11,2,4,2,317,34.3,7.49,2,1.815,4788190.5,8690762,,,
3,NP_060979.2,LRRC59,leucine-rich repeat-containing protein 59 [Homo sapiens],10,2,3,2,307,34.9,6.86,2,18.477,469506.1563,8675075,,,
1,NP_002119.1,HMGB1,high mobility group protein B1 [Homo sapiens],29,4,5,4,215,24.9,14.5,4,33.487,258532.2539,8657528.375,,,
1,NP_001347.3,DDX3X,ATP-dependent RNA helicase DDX3X isoform 1 [Homo sapiens],12,6,8,5,662,73.2,19.29,6,16.768,515828.7969,8649597.063,,,
1,NP_001001.2,RPS6,40S ribosomal protein S6 [Homo sapiens],14,3,3,3,249,28.7,9.26,3,60.039,142269.4844,8541703.625,,,
1,NP_000998.1,RPS4X,"40S ribosomal protein S4, X isoform X isoform [Homo sapiens]",17,3,6,3,263,29.6,16,3,22.273,382864.125,8527418.75,,,
1,NP_001019399.1,ARF1,ADP-ribosylation factor 1 [Homo sapiens],28,4,5,4,181,20.7,12.47,4,17.956,472279.3691,8480104.688,,,
1,NP_001264153.1,TAGLN2,transgelin-2 isoform a [Homo sapiens],26,4,11,4,220,24.4,19.35,4,22.38,378239.7578,8464873.563,,,
1,NP_000909.2,P4HB,protein disulfide-isomerase precursor [Homo sapiens],15,5,9,5,508,57.1,28.98,5,17.335,488057.3691,8460343.969,,,
3,NP_000111.1,EPHX1,epoxide hydrolase 1 [Homo sapiens],7,2,3,2,455,52.9,7.84,2,5.993,1411400.313,8458343,,,
2,NP_001010.2,RPS15A,40S ribosomal protein S15a [Homo sapiens],18,2,2,2,130,14.8,4.96,2,0.984,8551989.875,8413984.875,,,
2,NP_036558.3,SF3B3,splicing factor 3B subunit 3 [Homo sapiens],3,3,5,3,1217,135.5,11.44,3,3.295,2536900.938,8359720.125,,,
1,XP_005259654.1,PTBP1,PREDICTED: polypyrimidine tract-binding protein 1 isoform X1 [Homo sapiens],19,5,16,5,559,59.8,24.72,5,16.378,510179.5547,8355573.625,,,
2,XP_005252522.1,PFKP,"PREDICTED: ATP-dependent 6-phosphofructokinase, platelet type isoform X1 [Homo sapiens]",10,5,8,5,835,90.8,19.04,5,2.535,3229209.25,8184928.625,,,
2,NP_005689.2,SCAMP3,secretory carrier-associated membrane protein 3 isoform 1 [Homo sapiens],9,2,2,2,347,38.3,5.33,2,5.344,1515931,8100779.75,,,
1,NP_005304.3,PDIA3,protein disulfide-isomerase A3 precursor [Homo sapiens],13,5,5,5,505,56.7,12.22,5,18.742,428966.5078,8039884.344,,,
1,NP_004719.2,DDX21,nucleolar RNA helicase 2 isoform 1 [Homo sapiens],10,6,7,6,783,87.3,17.26,6,21.528,373426.1895,8038974.281,,,
1,NP_057086.2,SCCPDH,saccharopine dehydrogenase-like oxidoreductase [Homo sapiens],15,4,4,4,429,47.1,9.54,4,20.844,380904.7656,7939410.188,,,
2,NP_110379.2,TCP1,T-complex protein 1 subunit alpha isoform a [Homo sapiens],5,2,2,2,556,60.3,4.81,2,2.853,2760494.813,7874505.75,,,
1,NP_005608.1,RPS14,40S ribosomal protein S14 [Homo sapiens],23,2,6,2,151,16.3,11.39,2,17.031,455820.5547,7763085.75,,,
2,NP_000974.1,RPL22,60S ribosomal protein L22 [Homo sapiens],32,2,5,2,128,14.8,9.7,2,2.246,3452270.063,7754711.875,,,
2,NP_057376.2,TRAP1,"heat shock protein 75 kDa, mitochondrial isoform 1 precursor [Homo sapiens]",7,3,4,2,704,80.1,9.48,3,3.361,2278757.25,7658417.5,,,
1,NP_001010.2,RPS15A,40S ribosomal protein S15a [Homo sapiens],25,3,3,3,130,14.8,7.46,3,22.513,340048.5078,7655601.625,,,
2,NP_003861.1,IQGAP1,ras GTPase-activating-like protein IQGAP1 [Homo sapiens],6,5,11,5,1657,189.1,22.51,5,4.31,1774287.281,7647616.125,,,
1,NP_001348.2,DHX9,ATP-dependent RNA helicase A [Homo sapiens],9,7,13,7,1270,140.9,33.23,7,18.149,417736.3086,7581500.688,,,
2,NP_001688.1,ATP5PO,"ATP synthase subunit O, mitochondrial precursor [Homo sapiens]",12,2,2,2,213,23.3,4.75,2,2.102,3579629.75,7522869,,,
2,XP_016882662.1,CD147,PREDICTED: basigin isoform X1 [Homo sapiens],9,2,2,2,385,42.2,5.81,2,11.888,629265,7480913.938,,,
1,XP_016868657.1,EEF1D,PREDICTED: elongation factor 1-delta isoform X1 [Homo sapiens],6,3,6,3,688,75.6,16.51,3,17.755,420831.625,7471807.844,,,
1,NP_005959.2,HNRNPM,heterogeneous nuclear ribonucleoprotein M isoform a [Homo sapiens],9,4,7,4,730,77.5,19.6,4,24.807,301112.6914,7469622.563,,,
1,XP_016880252.1,PHB1,PREDICTED: prohibitin isoform X2 [Homo sapiens],15,3,6,3,272,29.8,14.77,3,15.933,461596.7031,7354423.156,,,
3,NP_004791.1,TM9SF2,transmembrane 9 superfamily member 2 precursor [Homo sapiens],7,3,5,3,663,75.7,11.74,3,100,0,7345344.063,,,
3,NP_000963.1,RPL7A,60S ribosomal protein L7a [Homo sapiens],10,2,2,2,266,30,5.05,2,3.547,2060914.781,7309860,,,
2,NP_005989.3,CCT3,T-complex protein 1 subunit gamma isoform a [Homo sapiens],6,2,3,2,545,60.5,6.91,2,3.226,2256372.25,7278404.5,,,
1,NP_150254.1,RPL13,60S ribosomal protein L13 isoform 1 [Homo sapiens],10,2,3,2,211,24.2,8.07,2,11.571,627927.1719,7265878.563,,,
1,XP_016875270.1,RPL6,PREDICTED: 60S ribosomal protein L6 isoform X1 [Homo sapiens],22,4,8,4,288,32.7,23.09,4,35.868,201293.2305,7219920.844,,,
1,NP_001524.2,HNRNPL,heterogeneous nuclear ribonucleoprotein L isoform a [Homo sapiens],21,7,19,7,589,64.1,29.76,7,24.044,299654.4844,7204838.594,,,
1,NP_001258851.1,SEC11A,signal peptidase complex catalytic subunit SEC11A isoform 3 [Homo sapiens],9,2,2,2,185,21.4,4.57,2,39.272,183097.7031,7190650,,,
1,NP_008855.1,SRSF1,serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens],9,2,3,2,248,27.7,6.38,2,14.812,482024.3906,7139523,,,
2,NP_001348.2,DHX9,ATP-dependent RNA helicase A [Homo sapiens],4,3,7,3,1270,140.9,12.5,3,3.058,2309494.563,7062187.75,,,
1,NP_000024.2,ABCD1,ATP-binding cassette sub-family D member 1 [Homo sapiens],9,5,6,5,745,82.9,14.29,5,100,33225.02344,6948977.75,,,
1,NP_003792.1,GPAA1,glycosylphosphatidylinositol anchor attachment 1 protein [Homo sapiens],4,2,3,2,621,67.6,6.53,2,90.982,75684.32813,6885901.25,,,
1,XP_011519391.1,IPO5,PREDICTED: importin-5 isoform X1 [Homo sapiens],16,11,15,11,1115,125.5,39.9,11,20.467,333543.4102,6826749.125,,,
2,NP_001158886.1,LDHA,L-lactate dehydrogenase A chain isoform 3 [Homo sapiens],16,4,6,3,361,39.8,11.6,4,6.197,1095612.25,6789960.75,,,
3,NP_110416.1,HM13,minor histocompatibility antigen H13 isoform 1 [Homo sapiens],10,3,4,3,377,41.5,11.3,3,100,0,6764837.25,,,
2,NP_004719.2,DDX21,nucleolar RNA helicase 2 isoform 1 [Homo sapiens],5,2,2,2,783,87.3,5.01,2,3.719,1817986.594,6760857.844,,,
1,NP_000959.2,RPL4,60S ribosomal protein L4 [Homo sapiens],22,8,12,8,427,47.7,30.13,8,28.276,238664.498,6748375.313,,,
1,XP_016865667.1,SYNCRIP,PREDICTED: heterogeneous nuclear ribonucleoprotein Q isoform X4 [Homo sapiens],19,8,15,7,562,62.6,35.2,8,19.134,352378.1055,6742358.344,,,
1,NP_036585.1,TBL2,transducin beta-like protein 2 precursor [Homo sapiens],19,5,10,5,447,49.8,25.62,5,100,48030.97266,6707688.75,,,
1,NP_112738.1,HNRNPD,heterogeneous nuclear ribonucleoprotein D0 isoform a [Homo sapiens],9,3,6,1,355,38.4,15.54,3,23.957,279592.5,6698215,,,
3,NP_005372.2,NCL,nucleolin [Homo sapiens],4,2,2,2,710,76.6,4.57,2,3.558,1872473.188,6661818.75,,,
1,NP_002127.1,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 isoform a [Homo sapiens],22,3,12,3,320,34.2,19,3,15.306,433473.1875,6634703.563,,,
1,NP_001193943.1,SERPINH1,serpin H1 precursor [Homo sapiens],13,3,4,3,418,46.4,6.4,3,15.637,422140.1563,6601010.5,,,
1,XP_016873358.1,PC,"PREDICTED: pyruvate carboxylase, mitochondrial isoform X1 [Homo sapiens]",11,9,19,9,1178,129.6,40.75,9,2.286,2878434.195,6581201.031,,,
1,NP_001072993.1,PAICS,multifunctional protein ADE2 isoform 1 [Homo sapiens],17,6,8,6,432,47.9,16.08,6,16.983,386004.6016,6555665.625,,,
2,NP_036205.1,CCT5,T-complex protein 1 subunit epsilon isoform a [Homo sapiens],14,4,4,4,541,59.6,10.21,4,3.967,1651332.969,6551474.25,,,
2,NP_001307.2,CSE1L,exportin-2 isoform 1 [Homo sapiens],3,2,3,2,971,110.3,7.17,2,4.086,1594248.75,6514880,,,
1,NP_003397.1,YWHAZ,14-3-3 protein zeta/delta [Homo sapiens],33,5,8,4,245,27.7,25.17,5,20.883,311834.6328,6511924.063,,,
1,NP_001333374.1,AHNAK,neuroblast differentiation-associated protein AHNAK isoform 1 [Homo sapiens],6,15,19,15,5890,628.7,50.52,15,27.419,236941.4805,6496709.047,,,
1,NP_004628.4,RAB7A,ras-related protein Rab-7a [Homo sapiens],19,3,3,3,207,23.5,6.9,3,19.184,338066.3828,6485460.438,,,
1,NP_006752.1,YWHAE,14-3-3 protein epsilon [Homo sapiens],37,6,14,5,255,29.2,27.79,6,16.623,388545.8281,6458845.75,,,
3,NP_001524.2,HNRNPL,heterogeneous nuclear ribonucleoprotein L isoform a [Homo sapiens],17,4,8,4,589,64.1,16.6,4,3.805,1691365.313,6436465,,,
3,XP_016861839.1,IMPDH2,PREDICTED: inosine-5'-monophosphate dehydrogenase 2 isoform X3 [Homo sapiens],11,3,4,3,559,60.8,10.7,3,3.778,1699928.906,6422533.25,,,
1,XP_005273819.1,CPT1A,"PREDICTED: carnitine O-palmitoyltransferase 1, liver isoform isoform X1 [Homo sapiens]",8,5,6,5,805,91.8,15.54,5,76.447,83907.90234,6414504.438,,,
1,NP_002622.2,PGD,"6-phosphogluconate dehydrogenase, decarboxylating isoform 1 [Homo sapiens]",4,2,2,2,483,53.1,4.78,2,18.575,341885,6350465.25,,,
1,XP_016872629.1,YIF1A,PREDICTED: protein YIF1A isoform X2 [Homo sapiens],15,3,5,3,305,33.4,12.76,3,25.309,244588.75,6190174.563,,,
1,NP_006382.1,IPO7,importin-7 [Homo sapiens],4,4,5,4,1038,119.4,11.91,4,15.41,399381.4844,6154637.875,,,
1,NP_000969.1,RPL23,60S ribosomal protein L23 [Homo sapiens],25,2,5,2,140,14.9,13.14,2,15.911,386187.0469,6144736.75,,,
2,NP_002261.3,TNPO1,transportin-1 isoform 1 [Homo sapiens],7,4,6,4,898,102.3,11.43,4,2.624,2305481.75,6049967.75,,,
1,NP_054706.1,VCL,vinculin isoform meta-VCL [Homo sapiens],16,12,22,12,1134,123.7,51.12,12,25.542,236603.6973,6043304.625,,,
1,NP_001138880.1,NONO,non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens],19,5,6,5,471,54.2,14.52,5,24.476,246881.6992,6042581.688,,,
1,NP_000111.1,EPHX1,epoxide hydrolase 1 [Homo sapiens],9,3,3,3,455,52.9,7.1,3,100,0,6016261.813,,,
1,NP_005947.3,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens]",7,5,5,5,935,101.5,12.54,5,27.204,221068.3203,6013917.297,,,
3,NP_001279.2,CLIC1,chloride intracellular channel protein 1 [Homo sapiens],19,2,3,2,241,26.9,7.08,2,100,0,5978600,,,
2,NP_004915.2,ACTN4,alpha-actinin-4 isoform 1 [Homo sapiens],11,6,9,4,911,104.8,16.1,6,5.002,1183368.125,5919179.5,,,
1,NP_001307540.1,KPNA2,importin subunit alpha-1 [Homo sapiens],19,6,7,6,529,57.8,20.15,6,30.833,191115.5293,5892658.625,,,
1,XP_005257584.1,CCDC47,PREDICTED: coiled-coil domain-containing protein 47 isoform X1 [Homo sapiens],14,4,7,4,483,55.8,13.2,4,100,30737.07422,5872230.688,,,
3,NP_006849.1,TMED1,transmembrane emp24 domain-containing protein 1 precursor [Homo sapiens],13,2,2,2,227,25.2,5.05,2,100,0,5846075.188,,,
1,NP_006182.2,PA2G4,proliferation-associated protein 2G4 [Homo sapiens],10,3,5,3,394,43.8,12.12,3,21.326,273593.8125,5834637.063,,,
2,NP_001121620.1,TFRC,transferrin receptor protein 1 isoform 1 [Homo sapiens],3,2,2,2,760,84.8,4.66,2,3.623,1607143.5,5823156.5,,,
3,NP_001027454.1,TMPO,thymopoietin isoform beta [Homo sapiens],9,3,5,3,454,50.6,14.47,3,16.835,341361.875,5746977.875,,,
2,NP_005808.3,PLIN3,perilipin-3 isoform 1 [Homo sapiens],7,2,2,2,434,47,4.67,2,3.399,1676901.75,5699526.5,,,
1,NP_001020092.1,RPL9,60S ribosomal protein L9 [Homo sapiens],11,2,2,2,192,21.9,4.05,2,9.982,569066.875,5680667.766,,,
1,NP_954657.1,KRT18,"keratin, type I cytoskeletal 18 [Homo sapiens]",35,8,14,7,430,48,34.25,8,33.886,166580.2344,5644807.813,,,
2,NP_110416.1,HM13,minor histocompatibility antigen H13 isoform 1 [Homo sapiens],10,3,5,2,377,41.5,13.2,3,100,0,5542986.5,,,
2,NP_000933.1,PPIB,peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens],13,2,2,2,216,23.7,4.64,2,2.897,1898093.813,5498279.375,,,
1,XP_011538773.1,HNRNPR,PREDICTED: heterogeneous nuclear ribonucleoprotein R isoform X1 [Homo sapiens],11,6,8,5,636,71.2,21.91,6,66.703,82114.5957,5477288.281,,,
3,XP_005248694.1,SYNCRIP,PREDICTED: heterogeneous nuclear ribonucleoprotein Q isoform X3 [Homo sapiens],5,2,4,2,623,69.6,7.32,2,4.084,1334202.625,5449308,,,
2,NP_003633.1,HAT1,histone acetyltransferase type B catalytic subunit [Homo sapiens],7,2,3,2,419,49.5,7.31,2,4.424,1228391.094,5433911.5,,,
1,NP_057381.3,PCYOX1,prenylcysteine oxidase 1 precursor [Homo sapiens],10,4,5,4,505,56.6,14.79,4,52.018,103850.1602,5402072.25,,,
2,NP_005023.2,PLS3,plastin-3 isoform 1 [Homo sapiens],4,2,2,2,630,70.8,4.27,2,7.977,676756.6875,5398204.875,,,
1,NP_004035.2,ATIC,bifunctional purine biosynthesis protein PURH [Homo sapiens],18,6,7,6,592,64.6,20.1,6,29.332,183931.8086,5395098.094,,,
3,NP_006077.2,TUBB3,tubulin beta-3 chain isoform 1 [Homo sapiens],17,7,8,1,450,50.4,20.16,7,3.636,1474542.75,5361989,,,
1,NP_003312.3,TUFM,"elongation factor Tu, mitochondrial precursor [Homo sapiens]",12,4,4,4,455,49.8,9.75,4,14.439,370822.0703,5354230.375,,,
1,NP_001307526.1,DDX5,probable ATP-dependent RNA helicase DDX5 isoform b [Homo sapiens],13,5,6,3,614,69,15.67,5,16.343,327167.0781,5346825.438,,,
1,NP_004883.3,SEC22B,vesicle-trafficking protein SEC22b precursor [Homo sapiens],26,3,7,3,215,24.7,10.78,3,34.101,156575.6641,5339416.5,,,
1,NP_000933.1,PPIB,peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens],16,3,3,3,216,23.7,6.99,3,22.269,239652.3125,5336734.563,,,
1,NP_001303303.1,MDH1,"malate dehydrogenase, peroxisomal isoform MDH1x [Homo sapiens]",17,4,6,4,353,38.6,17.58,4,24.342,218115.5078,5309298.969,,,
2,NP_008835.5,PRKDC,DNA-dependent protein kinase catalytic subunit isoform 1 [Homo sapiens],1,4,6,4,4128,468.8,11.12,4,3.264,1610177.063,5254905.938,,,
3,NP_055205.2,SND1,staphylococcal nuclease domain-containing protein 1 [Homo sapiens],7,4,4,4,910,101.9,8.99,4,3.744,1402595.25,5251791.875,,,
1,NP_001138303.1,PHB2,prohibitin-2 isoform 1 [Homo sapiens],21,5,6,5,299,33.3,15.59,5,19.311,271339.8184,5239841.977,,,
1,NP_005498.1,CFL1,cofilin-1 [Homo sapiens],25,2,5,2,166,18.5,18.03,2,15.256,342702.9961,5228423.5,,,
1,XP_005252522.1,PFKP,"PREDICTED: ATP-dependent 6-phosphofructokinase, platelet type isoform X1 [Homo sapiens]",13,7,9,7,835,90.8,24.64,7,16.076,323656.0078,5203123.813,,,
3,NP_004719.2,DDX21,nucleolar RNA helicase 2 isoform 1 [Homo sapiens],3,2,2,2,783,87.3,4.52,2,3.502,1469555.688,5145664.75,,,
1,NP_004550.2,YBX1,nuclease-sensitive element-binding protein 1 [Homo sapiens],43,6,30,5,324,35.9,54.64,6,12.978,393767.6768,5110409.922,,,
3,NP_000414.2,KRT2,"keratin, type II cytoskeletal 2 epidermal [Homo sapiens]",24,11,27,10,639,65.4,66.92,11,0.435,11749156.1,5110271.711,,,
1,NP_006507.2,SLC2A1,"solute carrier family 2, facilitated glucose transporter member 1 [Homo sapiens]",4,2,2,2,492,54,4.92,2,28.649,173806.7891,4979417.25,,,
3,NP_001407.1,EIF4A1,eukaryotic initiation factor 4A-I isoform 1 [Homo sapiens],6,2,4,2,406,46.1,9.98,2,5.533,896963.375,4962865.625,,,
1,NP_001143.2,SLC25A5,ADP/ATP translocase 2 [Homo sapiens],12,3,4,2,298,32.8,8.68,3,11.43,432752.2188,4946206.625,,,
1,NP_036350.2,ILF3,interleukin enhancer-binding factor 3 isoform a [Homo sapiens],14,5,9,5,894,95.3,25.64,5,18.47,267658.1836,4943545.148,,,
2,NP_954657.1,KRT18,"keratin, type I cytoskeletal 18 [Homo sapiens]",17,3,4,3,430,48,10.06,3,8.562,576061.8125,4932114.875,,,
2,NP_002127.1,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1 isoform a [Homo sapiens],24,3,3,3,320,34.2,7.03,3,2.258,2183278.688,4930043.375,,,
1,NP_000393.4,G6PD,glucose-6-phosphate 1-dehydrogenase isoform a [Homo sapiens],12,4,4,4,545,62.4,11.56,4,19.153,257192.8828,4925947.875,,,
1,NP_001030335.1,RPL38,60S ribosomal protein L38 [Homo sapiens],36,2,3,2,70,8.2,7.99,2,26.33,186893.7031,4920922.5,,,
2,NP_009109.3,STRAP,serine-threonine kinase receptor-associated protein [Homo sapiens],9,2,3,2,350,38.4,7.75,2,3.043,1597378.188,4860439.125,,,
2,NP_001395.1,EEF1G,elongation factor 1-gamma [Homo sapiens],5,2,5,2,437,50.1,12.74,2,2.615,1849836.063,4836814.125,,,
3,NP_112740.1,HNRNPDL,heterogeneous nuclear ribonucleoprotein D-like isoform a [Homo sapiens],4,2,2,2,420,46.4,4.08,2,3.817,1262007,4816606.75,,,
1,NP_005808.3,PLIN3,perilipin-3 isoform 1 [Homo sapiens],14,4,7,4,434,47,18.78,4,15.063,318875.6367,4803216.313,,,
1,NP_005313.1,H1-5,histone H1.5 [Homo sapiens],11,2,3,2,226,22.6,7.97,2,13.533,352369.7734,4768786,,,
1,NP_002256.2,KPNB1,importin subunit beta-1 isoform 1 [Homo sapiens],10,6,7,6,876,97.1,17.5,6,28.61,165870.9063,4745538.25,,,
1,NP_000683.3,ALDH1B1,"aldehyde dehydrogenase X, mitochondrial precursor [Homo sapiens]",10,4,5,4,517,57.2,12.08,4,7.662,618771.1641,4740913.031,,,
2,NP_001245282.1,EFTUD2,116 kDa U5 small nuclear ribonucleoprotein component isoform a [Homo sapiens],2,2,4,2,972,109.4,9.33,2,5.906,801438.5938,4732968.5,,,
3,XP_011515669.1,MTDH,PREDICTED: protein LYRIC isoform X1 [Homo sapiens],11,4,6,4,612,66.9,14.35,4,7.194,655927.1094,4718611.375,,,
3,NP_002261.3,TNPO1,transportin-1 isoform 1 [Homo sapiens],7,4,9,4,898,102.3,16.96,4,5.024,933270.0938,4688949.25,,,
1,NP_009035.3,RPL10A,60S ribosomal protein L10a [Homo sapiens],11,2,3,2,217,24.8,6.85,2,13.99,334525.75,4679992,,,
1,NP_001753.1,CCT6A,T-complex protein 1 subunit zeta isoform a [Homo sapiens],15,4,9,4,531,58,23.85,4,100,42714.84375,4669868.094,,,
