Description,PSM_Sph1,PSM_Sph2,PSM_FA1,PSM_FA2,PSM_DAG1,PSM_DAG2
"Sulfide:quinone oxidoreductase, mitochondrial OS=Homo sapiens GN=SQRDL PE=1 SV=1 - [SQRD_HUMAN]",1,1,0,1,1,0
"Isoform 4 of Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens GN=ITPR1 - [ITPR1_HUMAN]",4,1,0,1,4,0
Transmembrane protein 106B OS=Homo sapiens GN=TMEM106B PE=1 SV=2 - [T106B_HUMAN],1,4,0,0,1,2
Apoptosis-inducing factor 2 OS=Homo sapiens GN=AIFM2 PE=1 SV=1 - [AIFM2_HUMAN],2,2,0,0,2,1
Isoform 4 of ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 - [EMC1_HUMAN],6,2,0,0,6,1
Equilibrative nucleoside transporter 1 OS=Homo sapiens GN=SLC29A1 PE=1 SV=3 - [S29A1_HUMAN],1,2,0,0,1,1
SPARC-related modular calcium-binding protein 1 OS=Homo sapiens GN=SMOC1 PE=1 SV=1 - [SMOC1_HUMAN],1,2,0,1,1,1
Cathepsin Z OS=Homo sapiens GN=CTSZ PE=1 SV=1 - [CATZ_HUMAN],1,3,0,1,1,2
Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2 - [PSB1_HUMAN],1,4,0,3,1,3
Zinc transporter 7 (Fragment) OS=Homo sapiens GN=SLC30A7 PE=4 SV=1 - [H0Y362_HUMAN],1,1,0,0,1,1
GTP-binding protein Rheb OS=Homo sapiens GN=RHEB PE=4 SV=1 - [C9J931_HUMAN],1,1,0,0,1,1
Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens GN=NMT1 PE=2 SV=1 - [B7Z8J4_HUMAN],1,1,0,0,1,1
Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=3 SV=1 - [E7END7_HUMAN],2,1,0,0,2,1
Small ubiquitin-related modifier 1 OS=Homo sapiens GN=SUMO1 PE=1 SV=1 - [SUMO1_HUMAN],1,1,0,0,1,1
Transmembrane protein 128 OS=Homo sapiens GN=TMEM128 PE=2 SV=1 - [TM128_HUMAN],1,2,0,0,1,2
Protein YIPF4 (Fragment) OS=Homo sapiens GN=YIPF4 PE=4 SV=1 - [H7C0D5_HUMAN],1,1,0,0,1,1
"Septin 11, isoform CRA_b OS=Homo sapiens GN=SEPT11 PE=3 SV=1 - [D6RGI3_HUMAN]",4,1,0,0,4,1
RING finger protein 170 (Fragment) OS=Homo sapiens GN=RNF170 PE=4 SV=1 - [E9PP55_HUMAN],1,1,0,0,1,1
Leptin receptor gene-related protein OS=Homo sapiens GN=LEPROT PE=1 SV=1 - [OBRG_HUMAN],1,1,0,0,1,1
Autophagy-related protein 9A OS=Homo sapiens GN=ATG9A PE=1 SV=3 - [ATG9A_HUMAN],3,1,0,0,3,1
Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1 - [F8W031_HUMAN],1,1,0,0,1,1
Isoform 2 of Nucleolar protein 6 OS=Homo sapiens GN=NOL6 - [NOL6_HUMAN],3,1,0,0,3,1
Protein YIPF6 OS=Homo sapiens GN=YIPF6 PE=2 SV=2 - [YIPF6_HUMAN],1,1,0,0,1,1
V-type proton ATPase subunit S1 (Fragment) OS=Homo sapiens GN=ATP6AP1 PE=4 SV=3 - [A6NLC6_HUMAN],1,1,0,0,1,1
Isoform 3 of Membrane cofactor protein OS=Homo sapiens GN=CD46 - [MCP_HUMAN],1,1,0,0,1,1
Transportin-3 OS=Homo sapiens GN=TNPO3 PE=4 SV=1 - [E9PFH4_HUMAN],1,1,0,0,1,1
Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4 - [AQR_HUMAN],2,2,0,0,2,2
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens GN=NDUFB10 PE=4 SV=1 - [H3BPJ9_HUMAN],2,3,0,1,2,3
26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=4 SV=1 - [F5H8K4_HUMAN],3,5,0,2,3,5
Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens GN=VAPB PE=1 SV=3 - [VAPB_HUMAN],3,4,0,2,3,4
Signal peptidase complex catalytic subunit SEC11A (Fragment) OS=Homo sapiens GN=SEC11A PE=4 SV=1 - [H0YNX5_HUMAN],1,2,0,1,1,2
Myosin regulatory light chain 12A OS=Homo sapiens GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],2,3,0,2,2,3
Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens GN=HSDL1 PE=1 SV=3 - [HSDL1_HUMAN],2,2,0,2,2,2
Ras-related protein Rab-7L1 OS=Homo sapiens GN=RAB7L1 PE=1 SV=1 - [RAB7L_HUMAN],2,1,0,1,2,1
60S ribosomal protein L35 OS=Homo sapiens GN=RPL35 PE=3 SV=1 - [F2Z388_HUMAN],1,1,0,1,1,1
Mitochondrial import receptor subunit TOM20 homolog OS=Homo sapiens GN=TOMM20 PE=1 SV=1 - [TOM20_HUMAN],1,1,0,1,1,1
Serine/arginine-rich-splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=4 SV=1 - [F5GYB8_HUMAN],1,1,0,1,1,1
Oxysterol-binding protein (Fragment) OS=Homo sapiens GN=OSBPL8 PE=3 SV=1 - [F8VUA7_HUMAN],1,1,0,1,1,1
Transmembrane protein 97 OS=Homo sapiens GN=TMEM97 PE=1 SV=1 - [TMM97_HUMAN],1,1,0,1,1,1
Isoform 2 of Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens GN=PACSIN2 - [PACN2_HUMAN],1,1,0,1,1,1
Antigen peptide transporter 1 OS=Homo sapiens GN=TAP1 PE=3 SV=1 - [F5H648_HUMAN],1,1,0,3,1,1
Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1 - [ARPC2_HUMAN],2,5,0,2,2,6
mRNA turnover protein 4 homolog OS=Homo sapiens GN=MRTO4 PE=1 SV=2 - [MRT4_HUMAN],1,2,0,0,1,3
Translocon-associated protein subunit delta OS=Homo sapiens GN=SSR4 PE=1 SV=1 - [SSRD_HUMAN],1,2,0,1,1,3
Retinol dehydrogenase 11 OS=Homo sapiens GN=RDH11 PE=1 SV=2 - [RDH11_HUMAN],3,2,0,1,3,3
Histone deacetylase 1 (Fragment) OS=Homo sapiens GN=HDAC1 PE=2 SV=1 - [Q5TEE2_HUMAN],2,2,0,2,2,3
Isoform 2 of Mitochondrial inner membrane protein OXA1L OS=Homo sapiens GN=OXA1L - [OXA1L_HUMAN],3,3,0,2,3,5
F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3 - [CAZA1_HUMAN],1,3,0,4,1,5
Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3 - [VAPA_HUMAN],4,1,0,0,4,2
Annexin OS=Homo sapiens GN=ANXA5 PE=3 SV=1 - [D6RBE9_HUMAN],1,1,0,0,1,2
Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=2 SV=1 - [B4DQ14_HUMAN],1,1,0,0,1,2
Notchless protein homolog 1 OS=Homo sapiens GN=NLE1 PE=4 SV=1 - [F5GZ79_HUMAN],1,1,0,0,1,2
E3 ubiquitin-protein ligase HUWE1 (Fragment) OS=Homo sapiens GN=HUWE1 PE=4 SV=1 - [H0Y5W0_HUMAN],1,1,0,0,1,2
GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1 - [SAR1A_HUMAN],1,3,0,1,1,6
40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3 - [RS12_HUMAN],1,1,0,1,1,2
Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP11 OS=Homo sapiens GN=FKBP11 - [FKB11_HUMAN],2,1,0,1,2,2
26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=4 SV=1 - [E9PHI9_HUMAN],1,1,0,1,1,2
Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2 - [LC7L2_HUMAN],2,1,0,1,2,2
Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3 - [LAMP1_HUMAN],2,1,0,1,2,2
"cGMP-inhibited 3',5'-cyclic phosphodiesterase A OS=Homo sapiens GN=PDE3A PE=1 SV=3 - [PDE3A_HUMAN]",1,1,0,1,1,2
Isoform 2 of Niban-like protein 1 OS=Homo sapiens GN=FAM129B - [NIBL1_HUMAN],2,3,0,4,2,7
ADP-ribosylation factor-like protein 8A OS=Homo sapiens GN=ARL8A PE=1 SV=1 - [ARL8A_HUMAN],1,1,0,0,1,3
GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1 - [RASN_HUMAN],1,1,0,0,1,3
Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1 - [IPO7_HUMAN],1,1,0,3,1,4
Testisin (Fragment) OS=Homo sapiens GN=PRSS21 PE=4 SV=1 - [I3L0U2_HUMAN],1,0,0,1,1,1
Importin subunit alpha-1 OS=Homo sapiens GN=KPNA1 PE=1 SV=3 - [IMA1_HUMAN],1,0,0,1,1,1
UDP-glucose:glycoprotein glucosyltransferase 2 OS=Homo sapiens GN=UGGT2 PE=1 SV=4 - [UGGG2_HUMAN],1,0,0,1,1,1
DnaJ homolog subfamily A member 2 OS=Homo sapiens GN=DNAJA2 PE=1 SV=1 - [DNJA2_HUMAN],1,0,0,1,1,2
Sideroflexin 3 OS=Homo sapiens GN=SFXN3 PE=4 SV=1 - [A6NCZ6_HUMAN],3,0,0,0,3,6
40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1 - [RS20_HUMAN],1,0,0,0,1,2
NHP2-like protein 1 OS=Homo sapiens GN=NHP2L1 PE=1 SV=3 - [NH2L1_HUMAN],1,0,0,0,1,1
Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 PE=3 SV=1 - [F5GY65_HUMAN],2,0,0,0,2,1
Lysocardiolipin acyltransferase 1 (Fragment) OS=Homo sapiens GN=LCLAT1 PE=4 SV=1 - [C9K0C3_HUMAN],1,0,0,0,1,1
Methionine aminopeptidase 2 (Fragment) OS=Homo sapiens GN=METAP2 PE=4 SV=1 - [F8VSC4_HUMAN],1,0,0,0,1,2
Cytoskeleton-associated protein 2 (Fragment) OS=Homo sapiens GN=CKAP2 PE=4 SV=1 - [C9J7Y4_HUMAN],1,0,0,0,1,1
Neutral amino acid transporter A OS=Homo sapiens GN=SLC1A4 PE=4 SV=2 - [E1B6X0_HUMAN],2,0,0,0,2,1
U5 small nuclear ribonucleoprotein 40 kDa protein OS=Homo sapiens GN=SNRNP40 PE=1 SV=1 - [SNR40_HUMAN],1,0,0,0,1,1
UPF0549 protein C20orf43 OS=Homo sapiens GN=C20orf43 PE=1 SV=3 - [CT043_HUMAN],1,0,0,0,1,2
Importin subunit alpha-4 OS=Homo sapiens GN=KPNA4 PE=1 SV=1 - [IMA4_HUMAN],1,0,0,0,1,2
Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens GN=RRM1 PE=1 SV=1 - [RIR1_HUMAN],2,0,0,0,2,4
Isoform 2 of Septin-8 OS=Homo sapiens GN=SEPT8 - [SEPT8_HUMAN],1,0,0,0,1,1
"Isoform 3 of Calcium uniporter protein, mitochondrial OS=Homo sapiens GN=MCU - [MCU_HUMAN]",1,0,0,0,1,2
Isoform 2 of Kinesin-like protein KIF2A OS=Homo sapiens GN=KIF2A - [KIF2A_HUMAN],1,0,0,0,1,1
Zinc finger protein 207 OS=Homo sapiens GN=ZNF207 PE=4 SV=1 - [A8MTG3_HUMAN],1,0,0,0,1,1
U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=2 SV=1 - [B2RAX6_HUMAN],1,0,0,0,1,1
Sodium-dependent phosphate transporter 1 OS=Homo sapiens GN=SLC20A1 PE=2 SV=1 - [B3KVU0_HUMAN],2,0,0,0,2,1
Methionine aminopeptidase OS=Homo sapiens GN=METAP2 PE=3 SV=1 - [G3XA91_HUMAN],1,0,0,0,1,1
Mitofusin-1 (Fragment) OS=Homo sapiens GN=MFN1 PE=4 SV=1 - [H7C5H5_HUMAN],1,0,0,0,1,1
Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4 - [IF2P_HUMAN],1,0,0,0,1,1
Isoform 2 of ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 - [DDX42_HUMAN],1,0,0,0,1,1
Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4 - [MVP_HUMAN],1,0,0,0,1,1
Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2 - [ARC1A_HUMAN],1,0,0,0,1,1
Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=4 SV=1 - [F5H8J4_HUMAN],1,0,0,0,1,1
Isoform 2 of Protein FAM160B1 OS=Homo sapiens GN=FAM160B1 - [F16B1_HUMAN],1,0,0,0,1,1
Isoform 2 of Nipped-B-like protein OS=Homo sapiens GN=NIPBL - [NIPBL_HUMAN],1,0,0,0,1,1
Isoform 2 of Laminin subunit alpha-4 OS=Homo sapiens GN=LAMA4 - [LAMA4_HUMAN],5,1,1,0,5,0
Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1 - [RAB34_HUMAN],5,5,1,1,5,4
Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=4 SV=1 - [F5H335_HUMAN],4,1,1,0,4,1
Isoform 3 of Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1 - [LRRF1_HUMAN],4,1,1,1,4,1
60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2 - [RL3_HUMAN],8,4,2,1,8,8
Small subunit processome component 20 homolog OS=Homo sapiens GN=UTP20 PE=1 SV=3 - [UTP20_HUMAN],4,0,1,0,4,1
Heme oxygenase 2 OS=Homo sapiens GN=HMOX2 PE=4 SV=1 - [I3L430_HUMAN],15,8,4,6,15,2
Isoform Short of Endoglin OS=Homo sapiens GN=ENG - [EGLN_HUMAN],3,1,1,2,3,1
Isoform 2 of Histone H2A.V OS=Homo sapiens GN=H2AFV - [H2AV_HUMAN],6,3,2,2,6,5
Syntaxin-binding protein 3 OS=Homo sapiens GN=STXBP3 PE=1 SV=2 - [STXB3_HUMAN],3,1,1,1,3,3
60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=3 SV=1 - [A8MUD9_HUMAN],8,4,3,1,8,5
Epidermal growth factor receptor OS=Homo sapiens GN=EGFR PE=3 SV=1 - [H0Y3N3_HUMAN],8,0,3,0,8,1
Ras-related protein Rab-32 OS=Homo sapiens GN=RAB32 PE=1 SV=3 - [RAB32_HUMAN],5,4,2,1,5,2
Vesicular integral-membrane protein VIP36 OS=Homo sapiens GN=LMAN2 PE=2 SV=1 - [B4DWN1_HUMAN],5,3,2,4,5,4
"Isoform 2 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9 - [ACOT9_HUMAN]",10,1,4,3,10,2
Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=4 SV=1 - [E9PF10_HUMAN],18,3,8,3,18,6
High affinity cationic amino acid transporter 1 OS=Homo sapiens GN=SLC7A1 PE=1 SV=1 - [CTR1_HUMAN],4,2,2,0,4,1
Protein POC1B-GALNT4 OS=Homo sapiens GN=POC1B-GALNT4 PE=3 SV=1 - [F8VUJ3_HUMAN],2,2,1,0,2,1
Isoform 2 of Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens GN=ADAM9 - [ADAM9_HUMAN],4,2,2,1,4,1
OCIA domain-containing protein 1 (Fragment) OS=Homo sapiens GN=OCIAD1 PE=4 SV=1 - [D6RDK6_HUMAN],2,1,1,0,2,1
Leptin receptor overlapping transcript-like 1 OS=Homo sapiens GN=LEPROTL1 PE=4 SV=1 - [E5RIL0_HUMAN],2,2,1,0,2,2
Isoform 2 of DNA-binding protein A OS=Homo sapiens GN=CSDA - [DBPA_HUMAN],2,3,1,3,2,3
MLN64 N-terminal domain homolog (Fragment) OS=Homo sapiens GN=STARD3NL PE=4 SV=1 - [C9JPX5_HUMAN],2,2,1,2,2,2
C-X-C chemokine receptor type 7 OS=Homo sapiens GN=CXCR7 PE=1 SV=3 - [CXCR7_HUMAN],2,1,1,1,2,1
Isoform 2 of Protein transport protein Sec16A OS=Homo sapiens GN=SEC16A - [SC16A_HUMAN],6,1,3,1,6,1
Isoform 1B of Desmocollin-1 OS=Homo sapiens GN=DSC1 - [DSC1_HUMAN],2,6,1,7,2,8
Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens GN=TGM3 PE=1 SV=4 - [TGM3_HUMAN],2,4,1,1,2,6
Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=4 SV=1 - [F5GY37_HUMAN],8,6,4,4,8,9
"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=3 SV=1 - [F5H780_HUMAN]",2,2,1,2,2,3
Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3 - [IF2G_HUMAN],4,3,2,1,4,6
Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VASP PE=1 SV=3 - [VASP_HUMAN],2,1,1,0,2,3
Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1 - [PCNA_HUMAN],2,1,1,1,2,4
Uncharacterized protein C19orf21 OS=Homo sapiens GN=C19orf21 PE=1 SV=1 - [CS021_HUMAN],4,0,2,1,4,1
Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens GN=FXR2 PE=1 SV=2 - [FXR2_HUMAN],2,0,1,1,2,1
GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=4 SV=1 - [B1AK81_HUMAN],2,0,1,0,2,1
Isoform 2 of Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens GN=PDS5B - [PDS5B_HUMAN],2,0,1,0,2,1
"NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens GN=NNT PE=1 SV=3 - [NNTM_HUMAN]",22,6,12,5,22,9
"L1 cell adhesion molecule, isoform CRA_a OS=Homo sapiens GN=L1CAM PE=4 SV=1 - [G3XAF4_HUMAN]",7,2,4,1,7,2
"HLA class I histocompatibility antigen, B-8 alpha chain OS=Homo sapiens GN=HLA-B PE=1 SV=1 - [1B08_HUMAN]",12,10,7,4,12,6
Chloride channel CLIC-like protein 1 OS=Homo sapiens GN=CLCC1 PE=1 SV=1 - [CLCC1_HUMAN],5,4,3,2,5,2
Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2 - [APMAP_HUMAN],5,3,3,2,5,4
Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=4 SV=2 - [E7ESM6_HUMAN],16,8,10,11,16,16
Zinc transporter ZIP6 OS=Homo sapiens GN=SLC39A6 PE=2 SV=1 - [B4DWH6_HUMAN],3,1,2,0,3,0
Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1 - [FEN1_HUMAN],3,1,2,1,3,2
Golgin subfamily A member 3 OS=Homo sapiens GN=GOLGA3 PE=1 SV=2 - [GOGA3_HUMAN],6,0,4,1,6,1
"Isoform 3 of Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 - [AIFM1_HUMAN]",13,12,9,7,13,10
ADP-ribosylation factor 5 OS=Homo sapiens GN=ARF5 PE=1 SV=2 - [ARF5_HUMAN],4,7,3,3,4,8
"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens GN=C1QBP PE=1 SV=1 - [C1QBP_HUMAN]",4,1,3,0,4,4
Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1 - [PGRC2_HUMAN],11,10,9,4,11,3
"HLA class I histocompatibility antigen, A-24 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2 - [1A24_HUMAN]",7,9,6,0,7,5
"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=4 SV=1 - [E9PBJ5_HUMAN]",7,5,6,5,7,6
ATP-dependent RNA helicase DDX50 OS=Homo sapiens GN=DDX50 PE=4 SV=1 - [F5H3H6_HUMAN],1,1,1,1,1,0
Transmembrane protein 126A OS=Homo sapiens GN=TMEM126A PE=1 SV=1 - [T126A_HUMAN],3,9,3,3,3,4
Isoform 2 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens GN=ATP2C1 - [AT2C1_HUMAN],6,4,6,2,6,2
Ras-related protein Ral-A (Fragment) OS=Homo sapiens GN=RALA PE=4 SV=1 - [H7C3P7_HUMAN],5,4,5,3,5,2
Protein TMED7-TICAM2 OS=Homo sapiens GN=TMED7-TICAM2 PE=2 SV=1 - [Q8NBU8_HUMAN],2,4,2,2,2,3
Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3 - [ARC1B_HUMAN],1,1,1,0,1,1
Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens GN=ADAM10 PE=2 SV=1 - [B4DU28_HUMAN],2,1,2,0,2,1
Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens GN=PCOLCE PE=1 SV=2 - [PCOC1_HUMAN],1,1,1,0,1,1
Isoform 3 of CD109 antigen OS=Homo sapiens GN=CD109 - [CD109_HUMAN],1,1,1,0,1,1
Metaxin-1 (Fragment) OS=Homo sapiens GN=MTX1 PE=4 SV=1 - [H0Y6Y5_HUMAN],2,2,2,1,2,2
U3 small nucleolar RNA-associated protein 6 homolog OS=Homo sapiens GN=UTP6 PE=1 SV=2 - [UTP6_HUMAN],1,2,1,1,1,2
Microsomal glutathione S-transferase 1 (Fragment) OS=Homo sapiens GN=MGST1 PE=4 SV=1 - [F5H7F6_HUMAN],1,1,1,1,1,1
Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1 - [PRP19_HUMAN],2,1,2,1,2,1
BRI3-binding protein OS=Homo sapiens GN=BRI3BP PE=1 SV=1 - [BRI3B_HUMAN],1,1,1,1,1,1
Tetraspanin 2 (Fragment) OS=Homo sapiens GN=TSPAN2 PE=4 SV=1 - [B1AKP2_HUMAN],1,1,1,1,1,1
Isoform RF1 of Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 - [PEG10_HUMAN],1,1,1,1,1,1
Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4 - [CBX3_HUMAN],4,2,4,1,4,3
3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens GN=PTPLAD1 PE=4 SV=1 - [H3BPZ1_HUMAN],6,2,6,1,6,3
"Dynactin 1 (P150, glued homolog, Drosophila), isoform CRA_a OS=Homo sapiens GN=DCTN1 PE=4 SV=1 - [G5E9H4_HUMAN]",2,2,2,1,2,3
L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],7,8,7,6,7,13
Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=3 - [NU205_HUMAN],10,3,10,3,10,5
Translocon-associated protein subunit gamma OS=Homo sapiens GN=SSR3 PE=4 SV=1 - [C9JA28_HUMAN],2,1,2,0,2,2
Procollagen galactosyltransferase 1 OS=Homo sapiens GN=GLT25D1 PE=1 SV=1 - [GT251_HUMAN],3,1,3,1,3,4
Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=2 SV=1 - [B7Z321_HUMAN],2,0,2,2,2,2
Isoform 2 of Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 - [SRP54_HUMAN],2,0,2,0,2,3
SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=4 SV=1 - [F5H0L8_HUMAN],3,0,3,0,3,1
DnaJ homolog subfamily C member 21 OS=Homo sapiens GN=DNAJC21 PE=1 SV=2 - [DJC21_HUMAN],1,0,1,0,1,1
Isoform 2 of Zinc transporter ZIP14 OS=Homo sapiens GN=SLC39A14 - [S39AE_HUMAN],1,0,1,0,1,1
Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1 OS=Homo sapiens GN=BAIAP2L1 PE=1 SV=2 - [BI2L1_HUMAN],1,0,1,0,1,1
Inner nuclear membrane protein Man1 OS=Homo sapiens GN=LEMD3 PE=1 SV=2 - [MAN1_HUMAN],2,0,2,0,2,1
Isoform 2 of Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X - [USP9X_HUMAN],2,0,2,0,2,2
Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4 PE=4 SV=1 - [F5H2G1_HUMAN],8,2,9,2,8,7
DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3 - [PRKDC_HUMAN],58,33,67,19,58,31
Isoform Beta-1 of DNA topoisomerase 2-beta OS=Homo sapiens GN=TOP2B - [TOP2B_HUMAN],9,4,11,1,9,6
Cadherin-2 OS=Homo sapiens GN=CDH2 PE=2 SV=1 - [A8MWK3_HUMAN],3,1,4,0,3,1
Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN],18,9,24,4,18,9
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 OS=Homo sapiens GN=PLOD3 PE=1 SV=1 - [PLOD3_HUMAN]",3,1,4,2,3,2
Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3 - [EF1G_HUMAN],5,1,7,6,5,8
RANBP2-like and GRIP domain-containing protein 1 OS=Homo sapiens GN=RGPD1 PE=2 SV=1 - [RGPD1_HUMAN],7,2,10,1,7,3
Isoform 4 of Trans-Golgi network integral membrane protein 2 OS=Homo sapiens GN=TGOLN2 - [TGON2_HUMAN],2,5,3,0,2,1
Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2 - [ROA3_HUMAN],6,3,9,3,6,4
40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3 - [RS14_HUMAN],2,2,3,2,2,3
Lupus La protein OS=Homo sapiens GN=SSB PE=4 SV=1 - [E9PFH8_HUMAN],2,2,3,1,2,4
E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=4 SV=1 - [F8W8Z4_HUMAN],2,0,3,1,2,1
Tropomyosin 3 OS=Homo sapiens GN=TPM3 PE=2 SV=1 - [Q5VU59_HUMAN],8,4,13,3,8,4
Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 PE=4 SV=1 - [E7EMZ4_HUMAN],1,2,2,0,1,0
Ran-binding protein 6 OS=Homo sapiens GN=RANBP6 PE=1 SV=2 - [RNBP6_HUMAN],1,1,2,0,1,0
Transmembrane protein 126B OS=Homo sapiens GN=TMEM126B PE=4 SV=1 - [E9PKZ9_HUMAN],1,1,2,0,1,1
Chromobox protein homolog 1 (Fragment) OS=Homo sapiens GN=CBX1 PE=4 SV=1 - [B5MD17_HUMAN],1,2,2,0,1,2
Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1 - [COX2_HUMAN],1,2,2,1,1,2
Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=4 SV=1 - [G3V153_HUMAN],3,3,6,3,3,3
